Domain,下一步,操作入口,获取方式,处理结果,已确认事实,缺失事实,证据URL,证据日期,外链形式,DR,成功项目数
glama.ai,人工确认：找一条用户产出的链接看它的 rel,https://glama.ai/mcp/tools,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 76 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://glama.ai/mcp/connectors/com.aioproductos/mcp,2026-09-02,,,
globalnetwork.in,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.globalnetwork.in/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
globetaleskids.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://globetaleskids.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gnzbwez.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gnzbwez.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gokuscraper.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gokuscraper.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gorillawebtactics.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gorillawebtactics.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gpt4free.io,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gpt4free.io/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
grademaster.ai,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://grademaster.ai/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gravatar.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gravatar.com/claim,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
greenbanker.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://greenbanker.com/claim/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
growthtoolsai.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://growthtoolsai.com/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gspqzw.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gspqzw.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
guangzhou101.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://guangzhou101.com/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
gudan.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://gudan.net/add,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
h00znz.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://h00znz.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hackernews.hn,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hackernews.hn/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hackertimes.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hackertimes.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hacksters.org,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hacksters.org/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hackyournews.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hackyournews.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hashnode.dev,人工确认：当前页面全部重定向到站外，未取得属于该域名的入口页,,不确定,待确认,,当前页面全部重定向到站外，未取得属于该域名的入口页,,2026-09-02,,,
haywire.pl,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://haywire.pl/submit/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hdmovistream.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hdmovistream.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
heartbeat2.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://heartbeat2.com/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
heliki.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.heliki.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
heykeyword.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://heykeyword.com/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
heykuki.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.heykuki.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hiaitools.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hiaitools.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hibcoroof.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hibcoroof.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
homesearchpros.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://homesearchpros.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hottg.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.hottg.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hrdconz.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hrdconz.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hrequts.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hrequts.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
huntifyai.com,人工确认：找一条用户产出的链接看它的 rel,https://huntifyai.com/submit,免费,待确认,入口页有免费措辞且无付费信号；样例公开页可索引；样例页 Follow 2 条 / Nofollow 15 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://huntifyai.com/tools/magicshot,2026-09-02,,,
huntscreens.com,人工确认：找一条用户产出的链接看它的 rel,https://huntscreens.com/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 7 条 / Nofollow 11 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://huntscreens.com/products/founder-school,2026-09-02,,,
huntsexoticsfoundation.org,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://huntsexoticsfoundation.org/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hvnphi.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hvnphi.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
hx0yze.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://hx0yze.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
i438xz.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://i438xz.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
i70rps.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://i70rps.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
iamvaliant.org,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://iamvaliant.org/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
idahoreproductive.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://idahoreproductive.com/lgbtq/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ie111.com,人工确认：找一条用户产出的链接看它的 rel,https://www.ie111.com/contribute,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 16 条 / Nofollow 19 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.ie111.com/favorites/news-information,2026-09-02,,,
iedg4u.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://iedg4u.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
innolope.com,人工确认：找一条用户产出的链接看它的 rel,https://innolope.com/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 2 条 / Nofollow 30 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://innolope.com/pulse/startups,2026-09-02,,,
inouts.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.inouts.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
intellygenza.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://intellygenza.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ithub.global.ssl.fastly.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ithub.global.ssl.fastly.net/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
itirupati.com,人工确认：找一条用户产出的链接看它的 rel,https://itirupati.com/submit-your-app-tool/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 12 条 / Nofollow 6 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://itirupati.com/creator-colony/content-creators/writing-blogging/,2026-09-02,,,
ixo0iv.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ixo0iv.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
izhaoai.com,人工确认：找一条用户产出的链接看它的 rel,https://izhaoai.com/submit-ai-tool/,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 2 条 / Nofollow 12 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://izhaoai.com/sites/1000.html,2026-09-02,,,
j0xsvi.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://j0xsvi.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
j801px.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://j801px.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jasareklame.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jasareklame.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jbnk3m.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jbnk3m.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jc6xvf.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jc6xvf.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jgmjwmq.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jgmjwmq.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jhgfrdc.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jhgfrdc.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jhvuhht.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jhvuhht.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jmct3n.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jmct3n.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
joinrise.co,人工确认：找一条用户产出的链接看它的 rel,https://joinrise.co/community,免费,待确认,入口页有免费措辞且无付费信号；样例公开页可索引；样例页 Follow 6 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://joinrise.co/jobs/k/press-coverage,2026-09-02,,,
joinseriesv.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://joinseriesv.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
juhtugg.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://juhtugg.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
juno-labs.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://juno-labs.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
jvhtsef.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://jvhtsef.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
k1r74b.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://k1r74b.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kellblog.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.kellblog.com/frequently-asked-questions/,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kigtfrd.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kigtfrd.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kihtfri.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kihtfri.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kischje.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kischje.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kitkoc.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kitkoc.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
klmsvoz.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://klmsvoz.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
knows.monster,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://knows.monster/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
knows.sbs,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://knows.sbs/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kuladevatha.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kuladevatha.com/c/submit-site.html,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kuwangzhi.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.kuwangzhi.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kvgfrfd.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kvgfrfd.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kviuhtf.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://kviuhtf.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
kylemcz.blogspot.com,人工确认：找一条用户产出的链接看它的 rel,https://kylemcz.blogspot.com/2022/10/how-much-seo-do-you-need-to-get-top.html,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 382 条 / Nofollow 14030 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://kylemcz.blogspot.com/2022/10/how-much-seo-do-you-need-to-get-top.html#comment-form,2026-09-02,,,
lanlin.cc,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://www.lanlin.cc/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lavantsystems.com,人工确认：发布后是否真的会留下外链,https://lavantsystems.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://lavantsystems.com/blog/kostenlose-it-fuer-vereine/,2026-09-02,,,
layerarc.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://layerarc.com/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lb5rw3.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://lb5rw3.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lbbai.com,人工确认：找一条用户产出的链接看它的 rel,https://lbbai.com/contribute,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 4 条 / Nofollow 8 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://lbbai.com/sites/10249.html,2026-09-02,,,
legalfuhrerscheinagent.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://legalfuhrerscheinagent.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
leptos-hackernews-islands.fly.dev,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://leptos-hackernews-islands.fly.dev/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lhdoyi.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://lhdoyi.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lilys.ai,人工确认：发布后是否真的会留下外链,https://lilys.ai/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://lilys.ai/blog/en,2026-09-02,,,
link-protegido.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://link-protegido.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
link-ruil.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://link-ruil.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
linktr.ee,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://linktr.ee/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lipsumai.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://lipsumai.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
listablogs.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://listablogs.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
listyourtool.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://www.listyourtool.com/submit-tool,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
ljuvhug.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://ljuvhug.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
longtermwiki.vercel.app,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://longtermwiki.vercel.app/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lovemyearth.net,人工确认：找一条用户产出的链接看它的 rel,https://lovemyearth.net/collections/coconut-products,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 2 条 / Nofollow 1 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://lovemyearth.net/blogs/recipes,2026-09-02,,,
luma.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://luma.com/add,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
lxlynx.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://lxlynx.com/submit/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
marketingexperts.click,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://marketingexperts.click/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
marmainc.blogspot.com,人工确认：找一条用户产出的链接看它的 rel,https://marmainc.blogspot.com/2022/11/google-ranking-factors.html,免费,待确认,入口页有免费措辞且无付费信号；样例公开页可索引；样例页 Follow 354 条 / Nofollow 13916 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://marmainc.blogspot.com/2022/11/google-ranking-factors.html#comment-form,2026-09-02,,,
mask.com.ua,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mask.com.ua/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mcprepository.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mcprepository.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mcpservers.org,人工确认：找一条用户产出的链接看它的 rel,https://mcpservers.org/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 5 条 / Nofollow 6 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://mcpservers.org/servers/devin/deepwiki,2026-09-02,,,
media-ad.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://media-ad.net/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
meesingz.blogspot.com,人工确认：找一条用户产出的链接看它的 rel,https://meesingz.blogspot.com/2022/10/how-much-seo-do-you-need-to-get-top.html,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 382 条 / Nofollow 13989 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://meesingz.blogspot.com/2022/10/how-much-seo-do-you-need-to-get-top.html#comment-form,2026-09-02,,,
meezoom.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,http://www.meezoom.com/add,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mega-hyip.ru,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mega-hyip.ru/?a=advertise#sitelisting,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
metropolitantelegraph.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://metropolitantelegraph.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
missionnaireanabaptiste.org,人工确认：找一条用户产出的链接看它的 rel,https://missionnaireanabaptiste.org/societe-evangelique-de-bibles-et-traites/catalogue-des-traites-et-brochures-de-la-sebt/,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 20 条 / Nofollow 2 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://missionnaireanabaptiste.org/societe-evangelique-de-bibles-et-traites/catalogue-des-traites-et-brochures-de-la-sebt/le-christianisme-quest-ce-que-cest/,2026-09-02,,,
mkivuss.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mkivuss.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mkkwcpd.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mkkwcpd.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mkkwnrr.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mkkwnrr.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mneydirecpass.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mneydirecpass.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mokuto-digital.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mokuto-digital.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
monidom.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://monidom.com/guest-post-10-suggestions-for-making-a-extremely-efficient-deliberate-giving-attraction/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
morerss.com,人工确认：样例页抓取失败（0 TimeoutError: The read operation timed o），当前无法验证 rel,https://morerss.com/submit,不确定,待确认,,样例页抓取失败（0 TimeoutError: The read operation timed o），当前无法验证 rel,https://morerss.com/en/Blog,2026-09-02,,,
mossai.org,人工确认：找一条用户产出的链接看它的 rel,https://mossai.org/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 7 条 / Nofollow 8 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://mossai.org/ai/usenanobanana-net,2026-09-02,,,
mponnzy.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mponnzy.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mummyfever.co.uk,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mummyfever.co.uk/guest-post-4-ways-to-explore-orlando-without-breaking-the-bank/,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
musweb.org,人工确认：发布后是否真的会留下外链,https://www.musweb.org/category/typography-and-design-tools/,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引,样例页没有外部链接，未证明该机制会产出直接外链,https://www.musweb.org/auth/login.php,2026-09-02,,,
mxvhhss.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mxvhhss.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
mygardengpt.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://mygardengpt.com/submit,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
myjvzyx.info,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://myjvzyx.info/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
navathamfoundation.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://navathamfoundation.com/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
navs.site,人工确认：找一条用户产出的链接看它的 rel,https://navs.site/submit,不确定,待确认,入口页同时出现免费与付费信号，需人工确认免费档范围；样例公开页可索引；样例页 Follow 3 条 / Nofollow 13 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://navs.site/ai-category/ai-design-tools,2026-09-02,,,
navxia.com,人工确认：找一条用户产出的链接看它的 rel,https://www.navxia.com/submit,不确定,待确认,入口页未出现明确免费/付费措辞；样例公开页可索引；样例页 Follow 3 条 / Nofollow 2 条,同页混合 rel，需确认用户产出的那条链接属于哪种,https://www.navxia.com/tool-category/aisj,2026-09-02,,,
neoxion.net,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://neoxion.net/submit,不确定,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
nerdbot.com,人工确认：没有找到用户产出的详情页，无法验证最终外链属性,https://nerdbot.com/2026/01/27/write-for-us-fashion-share-your-voice-on-style-trends-and-the-future-of-fashion/,免费,待确认,,没有找到用户产出的详情页，无法验证最终外链属性,,2026-09-02,,,
